10078_at_aerobic	1	60.9	65.1	54.1	50.5	58.8	51.7	42.1	44.9	38.9	40.1	46.9	50.8
10078_at_anaerobic	2	51.1	35.4	45.4	64.5	69.4	45	48.2	44.3	39.3	56.1	63.1	55
10079_at_aerobic	1	2.7	1.3	5.6	6.9	4.1	4	1.8	1	5.2	5.9	2.8	5.8
10079_at_anaerobic	2	2.2	3	2.3	3.7	4.2	4.7	10.1	8.2	18.1	4.7	3.3	4.5
10080_at_aerobic	1	14.2	14.4	12	28.4	20.7	25.4	17.2	14.2	24.5	17.2	22	18.9
10080_at_anaerobic	2	17.7	6.6	11.7	27.3	32	22.5	8.6	8.5	20.3	16.6	23.3	7.7
10081_at_aerobic	1	7.6	14.6	6.5	8.6	4.1	5.7	7.3	15.1	21.7	3.3	24.7	3.3
10081_at_anaerobic	2	7.4	2.9	1.1	15.5	10.1	9.5	9.5	7.7	18.7	8.3	7.7	10.6
10082_at_aerobic	1	4.8	5.7	4.7	5.4	5.2	5.3	14.8	4.5	2.3	4.9	13.3	4.4
10082_at_anaerobic	2	6.1	5.7	8	10.9	5.6	7.1	9	13.5	23.4	6.6	7.7	7.9
10083_g_at_aerobic	1	1.6	0.7	0.6	1.1	0.6	1	1.5	0.9	1.5	5.8	6.9	0.8
10083_g_at_anaerobic	2	0.5	4.4	8.5	3.7	2.2	3	6.9	3.8	3.5	5	1.4	6.6
10084_at_aerobic	1	14	3	17.3	7.8	2.2	2.8	13.8	3.1	3.3	1.5	6.8	5.9
10084_at_anaerobic	2	7.3	2.2	2.3	10	4.7	2.7	3.9	6.4	39.9	7.7	7.9	9.8
10085_at_aerobic	1	308.2	338.9	236.6	963.8	801.7	1001.8	833.9	704.9	1063.2	500.1	497.1	496
10085_at_anaerobic	2	262.5	187.3	26.9	229	218.9	229.1	689.1	447.1	579.4	374.9	370.4	245.6
10086_at_aerobic	1	56.1	32.4	43.7	61.7	55.9	63.7	51.7	42.6	43.8	52.3	41.4	51.6
10086_at_anaerobic	2	43	21.6	30.4	48.1	64.9	50.1	38.4	43.5	36.2	41.2	43	37.7
10087_at_aerobic	1	58.7	81.7	48.8	80	66.7	81.4	72.7	83.7	56.6	81.7	70.5	91.4
10087_at_anaerobic	2	51	29.8	42	43.7	85.3	46.7	32.8	37.4	43.7	44.9	35.5	40.4
10088_at_aerobic	1	61.2	73.9	77.7	104.4	91.6	93.9	90.3	82.3	93.3	73.4	84	107.4
10088_at_anaerobic	2	57.8	30.8	48.7	96.5	129.8	79.3	64.9	65	52.9	75.1	63.4	64.9
10089_at_aerobic	1	160.9	122.7	142.4	181	145.6	147.6	134.7	121.4	106.3	200.9	185.6	199.5
10089_at_anaerobic	2	186	92.8	144.4	196.2	242	176.1	143.2	144.6	150	194.1	177.3	189.9
10090_at_aerobic	1	16.7	19.1	13.6	19.1	24.4	25.9	16.7	15.4	17.1	22.1	23.8	23.5
10090_at_anaerobic	2	16.7	7.6	16	29.6	29.1	21.9	19	21.4	19.2	17.3	33.8	25.5
10091_at_aerobic	1	186.4	211.3	177.8	99.7	183.6	155.7	200.2	216.2	177.9	231.8	197.6	257.2
10091_at_anaerobic	2	138.9	110.4	178.2	165.9	198.6	155.9	211.1	220.8	217.4	194.5	220.3	206.9
10092_at_aerobic	1	67.9	81.7	58.7	154.2	157.5	160.5	179.8	158.1	137.6	103.8	98.2	128.1
10092_at_anaerobic	2	152.5	90.3	117	138	227.2	167.5	133.1	135.7	110.5	128.8	123.3	115.4
10093_at_aerobic	1	40.1	32.3	40.8	67.3	64.9	70.4	66.1	88.2	98.8	56.9	63.9	54.7
10093_at_anaerobic	2	65.2	20.5	32.1	109	47	40.3	104.7	77.7	76.5	63.2	84.3	71.5
10094_at_aerobic	1	45.5	65.1	48.4	189.2	146	195.7	107.6	99.9	85	110.7	88.7	109.6
10094_at_anaerobic	2	53.4	22.9	53.9	201.1	254.9	181.4	83.3	84.3	95.9	83.2	109.3	96.5
10095_at_aerobic	1	67	99.6	46	141	116.4	126.1	119.6	95.2	84.3	145	126.5	128.9
10095_at_anaerobic	2	35.7	14.9	55	140.6	134.4	78.1	58.5	50.5	66.1	98.7	112.3	78
10096_at_aerobic	1	402.2	424.2	362.6	754.5	600.3	713	540.8	512.1	517.5	515	484.8	568
10096_at_anaerobic	2	380.3	466.8	385.5	617.4	677.4	676.7	432	417.4	443.7	438.4	550.2	408.8
10097_at_aerobic	1	2514.6	2707.2	2292.2	2730	2570.3	2638.5	2646.5	2886.7	3293.4	3062.5	2627.1	2719.9
10097_at_anaerobic	2	2660.2	3861.5	3480.4	2833.9	2051	3436.8	3553.6	2798.9	3048.6	2715.1	2950	2756.2
10098_at_aerobic	1	44.1	47.9	47.4	43	43.8	39.1	47	38.3	36.5	48	49.4	61.8
10098_at_anaerobic	2	39.6	16.2	36.9	49.3	59.9	42.5	42.6	40.1	52	33.9	46.6	49.6
10099_at_aerobic	1	83.5	143.6	113.2	131	139.9	133.7	82.3	103.4	86.6	77.8	94	106.3
10099_at_anaerobic	2	62.9	15.3	48.2	149.1	108.3	91.4	80	77.4	93.1	97.5	141.8	101.2
10100_at_aerobic	1	122.5	135.3	162.1	141	134.3	144.6	106.9	86.7	70.6	68.1	86.3	88.4
10100_at_anaerobic	2	78.5	29.2	52.3	157.2	123.6	120.4	73.3	74.1	86.3	78.6	111.3	94.6
10101_at_aerobic	1	121.7	133	102.3	241.1	212.5	213.9	195	194	165.1	223.8	208.6	283.3
10101_at_anaerobic	2	169.4	142.1	166.1	163.7	271	203.8	134.1	127.6	132.3	189	188.1	149.5
10102_at_aerobic	1	62.8	57.6	56.2	102.2	108.4	111.7	52.4	55.9	60.9	86.6	91.7	96.9
10102_at_anaerobic	2	56.8	33	45.9	112.7	98.1	92.5	88	79.5	75.2	92.1	89	95.6
10103_at_aerobic	1	70.7	62.8	72.9	69.8	51.7	84.1	49.5	51.7	56	73.9	60.6	73.1
