179_S.cerevisiae	1	-1.267957764	-1.333968385	-0.911872499	-0.800431606	-0.727177935	-0.045895988	-2.197954337	-0.920083725	-0.044301774	-0.847656865	-0.540038267	1.397790751	1.219181145	4.064807988	1.426806672	3.403758313	1.313404631	-1.896576688	-0.341637895	1.622652617	1.522899041	1.993779794	2.918138678	-1.641846315	-1.902545064	-1.854240127	-1.606428899	-1.565877654	-1.656324468	-1.827939803	-2.036509598	-2.06993196	-1.760558524	4.361186835	3.941819049	3.843495417	3.946745622
179_S.paradoxus	2	-0.768561102	-1.583526847	-1.347408145	-1.427273514	0.170964297	-1.038621374	0.243390561	-0.223152114	-0.288092615	-0.643217301	-0.26744736	0.13245268	0.448164256	4.049752921	1.411994212	4.209758275	4.169505189	0.038074431	-0.143969998	1.390064131	0.755210411	3.941143148	3.2188809	-1.656394156	-1.941009099	-1.73065068	-1.506044868	-1.901851376	-1.41941266	-0.913997927	0.096729836	-0.396559439	-0.690698751	3.02630581	2.737895334	2.53780303	2.78790778
179_S.mikatae	3	0.105920821	-1.145340463	-1.508338544	-1.769861021	-1.875363009	-1.556036736	-0.385362641	-1.290030374	-0.201704886	-0.793846739	0.21664672	1.385813009	0.824617732	3.522285149	1.063935535	3.417571623	3.205965951	2.452736806	0.68633567	-0.037149207	0.002812483	3.043129602	2.720951988	0.989919521	1.020196284	0.1643506	0.029187234	0.312973705	0.878105344	-0.707197482	-0.596844275	-0.913413871	-0.608736433	0.233834297	1.864371164	2.650272489	0.893857261
179_S.kudriavzevii	4	0.576826785	0.260415103	-1.116041908	-1.994154271	-2.18580875	-3.022211819	-0.139954324	0.076477	0.912822831	-0.570569405	-0.395196198	0.965449568	1.649130704	2.323594235	3.029326518	3.643157059	4.152673298	1.126003113	0.494319961	-0.900412901	0.182255318	-0.583467029	0.602963421	0.273003348	0.012178645	-0.418853737	-0.068179171	-0.543642847	-0.051579913	-0.046563407	0.00590511	-1.015098169	-1.283951791	0.715338053	3.204525135	0.973609112	2.373318603
180_S.cerevisiae	1	-0.570717733	-1.059544448	-0.887062989	-0.590517381	-0.876562173	-0.00533098	-2.402007179	-0.78218088	0.050529152	-0.542753687	-0.423308556	1.302817429	1.159306252	3.98903604	1.654920521	3.575682283	1.410054185	-1.612587761	-0.323902523	1.683115237	1.701629482	1.778331619	2.860585435	-1.790243892	-1.68822669	-2.007395522	-1.620556657	-1.499809016	-1.739106732	-1.819886717	-2.055707801	-2.00837925	-1.910068218	4.421623917	3.888048869	3.870691083	3.876427229
180_S.paradoxus	2	-0.566582226	-1.259432874	-1.851034523	-1.555452785	0.432454905	-1.071669204	0.19932363	-0.426590916	-0.350672254	-0.817651148	-0.403801419	0.243223156	0.660168136	3.974830652	1.589167801	4.181823027	3.890823799	-0.142027015	-0.154140218	1.421019484	0.413520011	3.995745497	3.153527272	-1.797657094	-2.055102137	-1.797709056	-1.436940374	-1.745159183	-1.436063002	-0.933975171	-0.078957139	-0.26531212	-0.858885992	2.974275926	2.77805448	2.609882482	2.644657916
180_S.mikatae	3	0.093454999	-0.767193274	-1.282029524	-1.393388299	-1.986081557	-1.562732963	-0.066556585	-0.828321818	-0.176577448	-0.500425608	0.217531057	1.163734122	0.773597808	3.636327859	0.822973274	3.796307905	3.076101224	2.385144202	1.145068539	0.102267499	0.078710601	2.927490419	2.76111375	1.033377307	0.662606934	0.004160954	-0.110330309	0.288688483	0.399359569	-0.660986653	-0.49506168	-0.759644052	-0.635503287	0.520894694	1.798375079	2.610966753	1.176645528
180_S.kudriavzevii	4	0.881389946	0.416673951	-1.034083716	-2.286041248	-2.084444921	-2.627691109	-0.060914371	0.11659997	-0.002367664	-0.789726642	-0.063830722	1.014694825	1.735140354	2.359399533	2.941473997	3.583584711	4.143316421	0.919209768	0.329908164	-0.397406501	-0.306902251	-0.411450841	0.863322304	0.320736764	0.131734656	-0.510418913	-0.257085483	-0.422468082	0.019258597	-0.023136248	0.003255116	-1.05361362	-1.390186225	0.703115871	3.211021265	0.895481466	2.448622977
191_S.cerevisiae	1	0.001716499	0.242194182	0.369861899	0.168668587	0.162316024	0.283061287	-0.04743947	-0.27242985	-0.248520319	0.106808907	-0.10644439	-0.261699674	-0.221175596	0.252736188	-0.318226981	-0.655397096	0.015247423	0.203738171	0.718860706	0.28449817	0.508571287	0.069824529	0.544633062	-0.058401008	-0.184741646	-0.220572626	-0.111432051	-0.034274704	-0.300512977	0.28094141	0.131741284	0.201938242	0.265281976	-0.372788627	-0.593541134	-0.412480036	-0.359806963
191_S.paradoxus	2	0.402648932	0.827451239	0.27613797	0.525162798	0.623617266	1.070072177	0.052914041	0.272308257	0.034649017	0.610861091	0.246656732	0.160081643	0.270547389	0.038745198	-0.160349329	0.198951099	0.438220739	-0.277734715	0.357981229	0.404737021	0.219174766	0.757595055	0.696765737	-0.375522473	-0.86527162	-0.319476388	-0.472789183	-0.376282873	-0.398420866	0.556384742	0.006416061	-0.015586317	-0.658654057	0.348285861	0.352725623	0.433811813	0.153641614
