KP=KP00241-413	2	-0.5929	-0.4840	-0.8262	-0.7784	-0.4481	-0.3419	-0.5486	0.0243	-0.0720	0.1043	0.3531	0.2330	0.0101	0.2244	0.3852	0.0895	-0.5670	-0.1104	-0.2323	-0.2619	-0.5312	-0.5579	-0.1621	0.0332	-0.5381	-0.4941	-0.1089	-0.6445
KP=KP00242-258	1	0.7485	-0.0842	-0.1042	-0.9195	-0.9574	-0.6967	-0.6199	-0.4894	0.4443	-0.2114	0.2363	-0.0425	0.4165	-0.4074	0.3188	-0.5146	-0.6620	-0.8255	-0.7629	-0.7233	-0.7195	-0.7605	-0.5465	-0.5664	-0.8357	-0.7362	-0.6215	-1.1266
KP=KP00245-750	1	0.8235	1.1795	0.6208	0.8464	0.4612	0.2033	0.4397	-0.0160	0.3482	-0.1042	0.4085	0.5011	0.2421	0.2758	0.2445	0.3822	0.1410	-0.1816	-0.4566	-0.3865	-0.4907	-0.4586	-0.5208	-0.6574	-0.7522	-0.5799	-0.7257	-0.6650
KP=KP00246-558	1	1.3260	0.9464	0.5512	0.4629	0.2702	0.4433	0.5463	0.4433	0.7104	0.6041	0.7885	0.5443	0.5698	0.7055	0.5753	0.6446	0.3208	0.0440	-0.0735	0.3737	-0.2081	-0.1461	-0.1445	-0.0510	-0.3414	-0.2350	-0.3921	-0.6098
KP=KP00249-750	1	0.9595	1.0426	0.9514	0.7349	0.5400	0.6939	0.9598	0.7585	0.8345	0.7268	0.8600	0.7712	0.6459	0.4789	0.7860	0.7894	0.7734	0.4422	0.2881	0.5698	0.1480	0.2534	0.3292	0.3231	0.3899	0.3065	0.2666	0.2054
KP=KP00250-212	3	0.4500	0.6161	0.1708	0.3437	-0.4253	-0.3870	-0.5228	-0.6230	-0.9885	-0.7866	-0.9249	-0.4854	-0.1910	-0.1302	-0.9537	0.5659	1.2930	0.2207	0.4071	0.4929	0.9957	1.2236	1.1727	0.9419	1.5911	1.4615	0.9503	1.5412
KP=KP00254-750	2	1.0328	0.8576	1.2961	1.1966	1.7321	1.6836	2.0946	2.7499	3.0845	2.1715	2.6769	1.8507	1.9575	1.5494	2.5157	1.7869	1.7394	1.3925	0.9265	1.1979	0.6038	1.0718	1.2071	1.1667	0.4333	0.4513	0.7927	0.1583
KP=KP00258-750	2	-0.1011	-0.0584	0.2314	0.0253	0.1750	0.0899	0.3250	0.5808	0.6672	0.6003	0.7128	0.5066	0.4552	0.0813	0.9962	0.6966	0.3107	0.0621	-0.0745	0.1496	-0.0755	-0.0410	0.0464	0.1738	-0.3419	-0.1234	-0.1403	-0.2188
KP=KP00266-421	1	1.6088	1.4938	1.6477	1.1801	0.9928	0.7111	0.6232	0.4857	0.8653	0.6572	1.0522	0.7763	0.7274	0.1070	0.9514	0.8924	0.2574	-0.0141	-0.1176	0.3994	-0.1828	-0.2845	-0.2589	0.1991	-0.2550	-0.0699	-0.1531	-0.3646
KP=KP00268-347	1	0.3030	0.4563	0.1164	-0.2723	-0.5152	-0.1665	-0.2188	-0.1660	-0.1536	-0.2064	-0.0340	-0.1573	0.0154	-0.3388	-0.4060	0.3188	-0.4003	-0.5243	-0.5784	-0.2562	-0.9509	-0.9159	-0.8067	-0.5002	-0.7060	-0.6581	-0.7370	-1.0300
KP=KP00272-454	1	1.7281	1.3103	1.2123	0.5743	0.7818	0.8971	0.6736	0.9882	1.6712	1.1968	1.6587	0.8909	0.9633	0.1721	1.5023	1.1928	0.3326	0.2449	0.0845	0.6053	-0.0529	0.0786	-0.0465	0.3558	0.0990	0.2125	0.1362	-0.0399
KP=KP00273-750	3	0.4514	0.4068	0.2054	-0.0510	-0.1445	-0.0390	0.2830	0.0500	0.3388	-0.0934	0.1414	-0.0827	-0.0277	-0.2992	-0.0729	0.6810	2.4518	1.6848	1.2216	1.9772	2.0499	2.4066	2.0888	2.4055	2.9868	2.5934	2.3120	2.2013
KP=KP00279-348	3	-0.6431	-0.5249	-0.1467	0.4150	-0.0847	0.1266	-0.1318	0.0487	-0.3171	-0.1504	-0.3984	-0.2255	-0.6355	-0.2323	-0.3243	-0.2498	-0.2533	0.1496	0.1919	0.3711	0.1208	0.2690	0.4720	0.1793	0.1554	0.2714	0.2347	0.4528
KP=KP00280-750	1	1.2016	1.1092	1.6368	0.9679	0.8434	0.4024	0.4503	0.5866	0.7222	0.6514	0.5792	0.5708	0.6344	0.4158	1.0415	0.4534	0.2302	0.1708	0.0936	0.1345	0.0048	0.1596	0.1613	0.2170	-0.0790	-0.0510	-0.0033	-0.0395
KP=KP00282-750	3	-0.6469	-0.8643	-0.6038	-0.8670	-0.7718	-0.8997	-0.6712	-0.5140	-0.5585	-0.6155	-0.7091	-0.5473	-0.5119	-0.4016	-0.2939	-0.4311	-0.6164	-0.5879	-0.8135	-0.4996	-0.7394	-0.1758	0.4831	0.5926	-0.0425	0.0239	0.4337	-0.1905
KP=KP00286-750	2	-1.4240	-0.6758	-0.8204	-0.7966	-0.7338	-0.2226	-0.0593	-0.0019	0.0999	0.1473	0.8544	1.7064	1.2744	1.7378	1.5679	1.9137	1.2774	1.1355	0.5743	0.1340	0.3674	-0.4272	-0.6804	-0.4467	-0.7580	-0.6904	-0.7411	-0.7053
KP=KP00290-750	1	1.2360	1.7483	1.0081	1.0738	0.8870	0.9421	1.4528	1.3223	1.7252	1.0146	1.3908	1.4842	1.2821	1.2935	1.5433	1.3439	1.0920	0.6638	0.3704	0.6966	0.6624	0.5760	0.2542	0.2465	0.2627	0.3621	0.1260	0.0239
KP=KP00291-554	3	-0.1146	-0.2934	-0.3129	-0.2781	-0.3566	-0.1461	-0.1483	-0.0679	-0.2413	-0.1589	-0.0097	-0.0331	0.0454	-0.3616	-0.2181	0.3726	0.4093	0.1561	0.0043	0.7672	-0.0077	0.4158	0.2928	0.5811	0.3193	0.3932	0.2798	0.1160
KP=KP00297-694	3	-0.2573	0.1253	-0.0302	-0.4745	-0.4515	-0.2700	0.0872	-0.2097	-0.2181	-0.3165	-0.2728	-0.2992	-0.1239	-0.3419	-0.3468	-0.1440	0.6164	-0.1686	-0.4679	-0.2238	0.3859	0.3150	0.3513	0.5440	1.1596	1.2302	0.4761	0.8560
KP=KP00300-750	3	0.6520	-0.1693	-0.1129	-0.3045	-0.2435	-0.3040	0.0191	-0.1483	-0.0639	-0.1021	-0.1187	-0.1261	-0.1719	-0.2833	-0.4725	-0.0174	0.0191	-0.0751	-0.1767	0.1780	0.4247	0.1856	0.8278	0.7301	1.4016	1.5730	1.1314	1.3099
KP=KP00307-249	3	1.0473	0.2998	0.0635	0.6031	0.1141	0.1695	0.1070	0.2083	-0.0390	0.0786	-0.1388	0.4100	-0.1730	0.3030	0.1690	0.2212	0.7757	0.6663	1.2211	0.8418	1.2073	1.3160	1.3016	0.8740	1.2357	1.0729	0.9481	1.6605
KP=KP00315-332	1	0.8631	0.8963	1.0274	0.6697	0.5666	0.5967	0.6517	0.3242	0.8784	0.4035	-0.1089	-0.2951	-0.1905	-0.4814	-0.4409	-0.5201	-0.6148	-0.6155	-0.6719	-0.3487	-0.5864	-0.5494	-0.1633	-0.3603	-0.4806	-0.3142	-0.2357	-0.3250
KP=KP00319-750	3	-0.1292	-0.3437	0.4688	0.4980	0.1200	0.3547	0.0841	0.3010	-0.1628	0.2197	0.0000	0.0796	-0.2735	-0.0072	-0.0218	-0.0106	0.0922	0.3632	0.4343	0.4605	0.5453	0.5403	0.7401	0.7655	0.4597	0.4369	0.5724	0.8645
KP=KP00320-750	3	0.1358	-0.1334	0.2232	-0.0091	-0.0729	-0.1568	0.1953	0.0417	-0.0714	0.1030	-0.0740	0.0487	0.2489	0.1300	-0.1735	0.2425	0.4204	0.2622	0.0314	0.5324	0.2473	0.6022	1.3670	0.9493	1.0389	1.2702	1.3076	1.1793
KP=KP00323-750	2	-0.0791	0.7384	0.0043	-0.3450	-0.0684	0.5049	0.5539	0.7721	0.6366	0.3804	0.5248	0.2388	0.4806	0.3888	0.8534	0.7491	0.6613	0.1012	-0.1617	-0.1697	0.0772	-0.4030	-0.5564	-0.0291	-0.3927	-0.5347	-0.3902	-0.3040
KP=KP00326-750	1	1.0614	1.1619	1.1221	1.0540	1.0238	0.8932	1.1112	1.1119	1.2189	0.8966	1.3138	1.2796	1.1025	0.7314	0.9082	0.8305	0.6390	0.4450	0.3748	0.7889	0.2853	0.5390	0.4882	0.5383	0.5294	0.4916	0.4241	0.4009
