"5"	"10"	"15"	"20"	"25"	"30"	"35"	"40"	"45"	"50"	"55"	"60"	"65"	"70"	"75"	"80"	"85"	"90"	"95"	"100"	"105"	"110"	"115"	"120"	"125"	"130"	"135"	"140"	"145"	"150"	"155"	"160"	"165"	"170"	"175"	"180"	"185"	"190"	"195"	"200"	"205"
"YPR179C"	144.256905062927	126.376322015904	133.618811588846	124.019356287888	130.214050197999	104.505079788849	77.2645275605162	69.6635538953277	132.095878786569	94.4780268163382	106.265390911042	89.9510331870462	86.8982096352829	47.7900052885287	112.90192798159	70.9630973582201	97.1397930589586	78.2041633083779	99.3082668612828	36.2726618431307	119.292905017255	92.0925411477732	115.993341005325	86.0044214393671	84.1783399654206	42.965996329817	98.9378033963454	33.5144821231234	97.5871477646732	43.9080607276159	143.906974598266	43.8201513887279	59.348999076475	75.381023963629	114.781373541728	73.4881686043224	112.843343262599	84.1258593443034	59.6406257289881	79.8984841290298	137.117474330108
"YLR212C"	987.867995072803	1772.89026923037	1966.73652653492	2009.26087743334	1545.95385706372	1198.89995279169	916.486580080589	981.46106649462	750.426194490167	854.372123969048	783.36484142081	1157.05606939497	1493.06327946378	1973.5851459181	1687.50038593879	1766.96720683629	1458.9872661006	1395.84707534167	1077.95730705774	1185.36806444583	804.318005673531	1024.36817547522	947.773566793036	1258.70658548732	1417.6953104539	1804.60290999536	1840.48719221854	1842.61898140232	1416.57478832175	1610.17603864352	1225.07295561696	1256.09760669962	1068.09250702405	1044.90405358887	930.543843538662	1168.6666691927	1265.54428358561	1283.11566583751	1219.28074469933	1535.13185506056	1242.49610674444
"YAR003W"	653.342237956816	871.271839503439	761.268814323027	658.000332432514	527.592789899799	504.156408119917	437.706188541312	409.254181722092	390.348366638873	365.272550706676	426.71915544529	416.726385445723	576.544342132993	619.024602429088	678.352818557397	596.538637309717	604.463259011877	559.741073103952	540.900375318438	449.653243404167	473.957792493915	448.836978482061	460.694852641672	450.736923894667	534.128204051234	570.540856863959	647.788347575254	637.401995197917	702.008359329996	571.964746804514	582.390678142426	516.134631643329	526.011462757914	450.857607405981	479.397936904489	540.343853731027	575.842914744807	567.070205518858	470.331207323781	566.350961956681	616.652459571361
"YGL148W"	4925.84234394153	4890.00974746844	5052.7813291561	5109.0865616412	5170.97899232623	5874.07164869035	5308.56384532356	5325.62942732514	4551.90359016613	5193.15866097397	5212.79515356992	5323.67994459158	5437.97415522354	6564.27548783631	5669.50430993334	6121.70461472565	5565.65204292731	6225.6114707563	5643.74520428455	6329.82622263416	5757.93353987655	5876.60581578366	5217.20583429674	6345.09827401745	5273.04571133768	6935.54537847616	6120.33025181089	6607.43032221041	6008.43441774614	6805.64103835594	5970.0329010965	6295.77401181514	6525.41044858493	6007.183096354	6053.37722383106	6178.08598058724	5836.52545186621	5728.09099027594	6184.15776032349	6957.09342806736	6582.99770248102
"YKL068W"	1287.59409289149	1268.45319237571	1193.14897893437	1208.98602635843	1112.11745971584	1414.95236707252	1351.84017873649	1161.23487703618	1089.84381910409	1078.76189234748	1359.58970690707	1134.86635134744	1106.73519124145	1063.48978076142	1047.86038830592	1023.83795634323	1131.44399251463	1145.40057697553	1216.24142720619	932.735671960838	1309.15417559736	1138.72858610885	1196.30860298822	1012.18040921397	1110.02462161726	1001.86351621086	1184.68299365335	1202.914206235	1241.96820711021	1345.66360760174	1331.59488006025	1252.57397348507	1222.9728053858	1338.60858145024	1229.51751976051	1289.55538190623	1193.25263869295	1264.17266424178	1235.7411740922	1345.1223428772	1423.02792804437
"YDR019C"	2087.9862567294	1632.11713150349	834.830820383202	639.586928779463	497.212089805409	548.042054770709	575.586255946047	654.798898559346	788.795143359567	859.631259165418	712.444857976347	802.020580634566	799.612443282285	767.179661873199	700.747216723974	787.894419311681	905.803070710966	1276.40336073628	1594.11082528624	1579.72106734924	1500.7917018574	1386.09512650116	1347.42789635313	1242.80167088904	1237.82629236479	1147.6346001568	1018.93028412589	1062.77269621124	1259.57559345087	1466.89847182922	1657.07853808142	2219.81129088007	2340.3235292813	2319.28302193651	2081.68201006951	1816.39137681827	1996.27604547359	1942.33212136897	1644.50850401512	1982.05563723832	2116.45528267845
"YDL018C"	974.397159215783	1157.84572701887	1664.18311451323	1495.10199081353	1133.9915637838	847.139615790726	687.410247620753	426.79309006761	353.455146572142	314.434243808436	344.888405317063	477.243798302609	911.146493856931	1342.86789285603	1554.53364682474	1296.93795589943	1221.7003612361	1064.48709288801	849.627713324265	623.41503530848	594.088779104684	515.961567332235	551.865996572569	576.385749221084	805.509529589195	856.092432264913	1184.68299365335	1001.76992125971	1064.42706150856	913.626636900154	937.463759620067	623.605444687219	647.703125756434	518.890859622457	722.873505564201	708.991070232616	786.856364701766	926.987235837759	998.436650345002	970.455699135371	1089.73841179835
"YGL216W"	535.472424207895	385.269340208254	667.53658079474	751.483766363389	955.353047228797	942.337710833214	1004.42583566944	688.780533478787	722.387347239452	577.391003626916	586.971041113067	384.45043192205	285.585949329568	480.746546947919	503.396582881011	654.131154222929	812.635206224291	841.011755884381	907.514089200358	818.126830492036	845.076733273613	670.099512099302	605.569547107206	310.773675429798	461.549477453872	400.8074029543	388.349323967046	624.21220601921	766.568775912413	871.745501985205	678.260410141389	494.992832356007	636.640247302023	571.989983303608	670.955921070586	525.419321297259	501.597441611803	550.021504082699	569.093783680996	619.874768205514	711.0844891744
"YER009W"	12651.3667079423	12324.1721159976	11980.067980484	11329.2759572084	11188.7880670228	11067.769138863	11693.3880690027	11019.197548989	12517.1498025733	12075.6135879563	11583.6600125112	13708.3674959132	14206.3286094579	15905.804735929	13546.0340400842	13935.7086836602	13008.890966683	15984.3556051691	14362.0765931783	14024.6391917869	12180.2933984755	13350.4315650739	13106.007623879	15114.2729377794	12129.3686771819	17929.2810314129	14935.8520748315	14676.2838522847	13713.1332239796	14953.7260495723	12548.3535239389	15524.1694007315	14883.4151208923	16031.3020387864	15420.9207018601	14217.9316026586	15489.4138732769	14843.463358142	15714.0605275701	18613.240333907	14395.8594458148
